ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
5885,pretentious,proper,completed,3,convenient,convenient,problematic,priority,1
5886,usual,improper,completed,1,less_conv,inconv,problematic,priority,1
5887,usual,proper,completed,more,convenient,convenient,nonprob,not_recom,0
5888,pretentious,very_crit,completed,3,convenient,convenient,nonprob,not_recom,0
5889,usual,critical,incomplete,3,convenient,inconv,problematic,recommended,0
5890,great_pret,less_proper,complete,1,convenient,convenient,slightly_prob,not_recom,0
5891,great_pret,less_proper,completed,more,convenient,inconv,slightly_prob,priority,0
5892,pretentious,very_crit,foster,more,convenient,inconv,nonprob,priority,0
5893,great_pret,critical,incomplete,1,critical,inconv,slightly_prob,recommended,0
5894,great_pret,critical,completed,more,convenient,inconv,slightly_prob,not_recom,0
5895,usual,less_proper,complete,1,less_conv,convenient,problematic,priority,1
5896,pretentious,very_crit,incomplete,1,less_conv,inconv,slightly_prob,recommended,1
5897,great_pret,improper,complete,2,convenient,convenient,slightly_prob,priority,0
5898,pretentious,critical,complete,1,less_conv,convenient,nonprob,priority,0
5899,pretentious,proper,foster,1,critical,convenient,slightly_prob,recommended,1
5900,usual,critical,incomplete,more,critical,convenient,slightly_prob,priority,0
5901,pretentious,very_crit,incomplete,2,less_conv,convenient,slightly_prob,priority,0
5902,pretentious,very_crit,completed,more,critical,inconv,slightly_prob,recommended,0
5903,great_pret,improper,completed,3,less_conv,inconv,nonprob,recommended,0
5904,usual,proper,incomplete,more,critical,inconv,slightly_prob,not_recom,0
5905,great_pret,less_proper,incomplete,more,critical,convenient,slightly_prob,priority,0
5906,great_pret,proper,foster,more,critical,inconv,nonprob,priority,0
5907,usual,less_proper,incomplete,more,critical,inconv,nonprob,recommended,1
5908,usual,critical,completed,2,critical,inconv,slightly_prob,not_recom,0
5909,pretentious,less_proper,incomplete,more,critical,inconv,slightly_prob,recommended,1
5910,pretentious,critical,foster,3,less_conv,convenient,problematic,priority,0
5911,pretentious,critical,complete,more,convenient,convenient,nonprob,priority,0
5912,great_pret,critical,foster,2,critical,convenient,problematic,recommended,0
5913,usual,critical,completed,2,critical,inconv,problematic,not_recom,0
5914,pretentious,critical,incomplete,3,less_conv,convenient,problematic,not_recom,0
5915,pretentious,proper,foster,more,convenient,inconv,nonprob,not_recom,0
5916,usual,proper,incomplete,1,convenient,inconv,problematic,priority,1
5917,great_pret,very_crit,completed,2,critical,inconv,slightly_prob,priority,0
5918,great_pret,improper,incomplete,3,critical,inconv,slightly_prob,not_recom,0
5919,great_pret,proper,complete,2,critical,convenient,slightly_prob,not_recom,0
5920,pretentious,proper,foster,1,critical,inconv,problematic,recommended,1
5921,usual,very_crit,foster,3,convenient,inconv,slightly_prob,not_recom,0
5922,usual,improper,foster,1,critical,inconv,problematic,not_recom,0
5923,great_pret,very_crit,completed,more,less_conv,inconv,problematic,priority,0
5924,pretentious,very_crit,completed,more,critical,convenient,nonprob,priority,0
5925,usual,proper,completed,2,convenient,convenient,slightly_prob,priority,1
5926,usual,proper,complete,1,critical,inconv,nonprob,not_recom,0
5927,usual,less_proper,completed,2,less_conv,convenient,problematic,not_recom,0
5928,usual,very_crit,complete,1,convenient,inconv,problematic,not_recom,0
5929,great_pret,improper,completed,1,critical,convenient,nonprob,not_recom,0
5930,pretentious,critical,incomplete,3,less_conv,inconv,slightly_prob,recommended,0
5931,pretentious,proper,incomplete,more,convenient,inconv,nonprob,not_recom,0
5932,great_pret,less_proper,completed,3,critical,inconv,slightly_prob,priority,0
5933,great_pret,less_proper,complete,1,less_conv,inconv,slightly_prob,recommended,1
5934,great_pret,improper,completed,3,convenient,convenient,problematic,priority,0
5935,pretentious,critical,complete,1,less_conv,convenient,slightly_prob,recommended,1
5936,usual,proper,completed,3,less_conv,inconv,problematic,recommended,1
5937,usual,proper,foster,3,less_conv,convenient,nonprob,not_recom,0
5938,great_pret,very_crit,incomplete,1,critical,inconv,nonprob,not_recom,0
5939,great_pret,improper,completed,more,convenient,convenient,slightly_prob,recommended,1
5940,great_pret,improper,completed,1,convenient,inconv,problematic,priority,0
5941,usual,proper,incomplete,1,convenient,inconv,slightly_prob,not_recom,0
5942,great_pret,critical,completed,1,convenient,inconv,problematic,recommended,0
5943,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,0
5944,pretentious,improper,foster,2,less_conv,inconv,problematic,not_recom,0
5945,usual,proper,complete,1,less_conv,convenient,nonprob,not_recom,0
5946,pretentious,very_crit,foster,1,less_conv,inconv,problematic,priority,0
5947,pretentious,critical,complete,3,critical,inconv,slightly_prob,recommended,0
5948,pretentious,critical,foster,1,convenient,convenient,nonprob,priority,0
5949,pretentious,proper,incomplete,1,convenient,convenient,nonprob,not_recom,0
5950,usual,critical,completed,1,critical,convenient,problematic,recommended,0
5951,great_pret,critical,complete,more,less_conv,convenient,slightly_prob,priority,0
5952,usual,improper,incomplete,3,convenient,inconv,nonprob,recommended,1
5953,pretentious,proper,incomplete,more,less_conv,convenient,nonprob,not_recom,0
5954,pretentious,proper,completed,more,convenient,inconv,problematic,recommended,1
5955,great_pret,less_proper,incomplete,more,convenient,convenient,problematic,recommended,1
5956,pretentious,very_crit,complete,1,critical,inconv,problematic,recommended,0
5957,usual,improper,foster,3,convenient,inconv,nonprob,not_recom,0
5958,great_pret,improper,foster,2,critical,convenient,problematic,recommended,0
5959,great_pret,less_proper,complete,more,convenient,convenient,nonprob,recommended,1
5960,pretentious,proper,foster,2,less_conv,inconv,slightly_prob,recommended,1
5961,pretentious,very_crit,incomplete,1,convenient,inconv,slightly_prob,recommended,1
5962,great_pret,improper,foster,2,less_conv,convenient,nonprob,recommended,0
5963,great_pret,less_proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,0
5964,great_pret,proper,incomplete,2,less_conv,inconv,nonprob,recommended,1
5965,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended,1
5966,great_pret,very_crit,incomplete,3,critical,inconv,slightly_prob,priority,0
5967,great_pret,critical,foster,more,less_conv,convenient,slightly_prob,recommended,0
5968,usual,proper,complete,more,less_conv,convenient,problematic,not_recom,0
5969,great_pret,critical,incomplete,3,critical,inconv,slightly_prob,not_recom,0
5970,great_pret,improper,incomplete,3,less_conv,inconv,slightly_prob,priority,0
5971,great_pret,critical,complete,1,less_conv,inconv,nonprob,priority,0
5972,pretentious,critical,completed,more,less_conv,inconv,slightly_prob,priority,0
5973,usual,less_proper,incomplete,more,less_conv,convenient,nonprob,priority,1
5974,great_pret,less_proper,completed,1,less_conv,convenient,nonprob,not_recom,0
5975,great_pret,very_crit,incomplete,2,less_conv,inconv,nonprob,not_recom,0
5976,great_pret,improper,complete,1,convenient,convenient,problematic,not_recom,0
5977,great_pret,improper,foster,more,convenient,convenient,slightly_prob,not_recom,0
5978,pretentious,proper,completed,2,critical,convenient,problematic,not_recom,0
5979,usual,very_crit,incomplete,2,convenient,convenient,problematic,not_recom,0
5980,great_pret,improper,completed,2,less_conv,inconv,nonprob,not_recom,0
5981,pretentious,improper,complete,3,less_conv,inconv,slightly_prob,not_recom,0
5982,usual,improper,complete,3,convenient,inconv,problematic,not_recom,0
5983,great_pret,improper,complete,3,critical,convenient,problematic,recommended,0
5984,great_pret,very_crit,foster,more,critical,convenient,nonprob,not_recom,0
5985,great_pret,very_crit,incomplete,1,convenient,inconv,nonprob,recommended,1
5986,pretentious,critical,foster,3,convenient,inconv,slightly_prob,not_recom,0
5987,usual,improper,incomplete,2,less_conv,convenient,problematic,not_recom,0
5988,usual,improper,incomplete,2,critical,convenient,nonprob,priority,1
5989,pretentious,proper,completed,more,less_conv,inconv,problematic,not_recom,0
5990,pretentious,critical,completed,1,convenient,convenient,slightly_prob,priority,0
5991,pretentious,critical,incomplete,more,less_conv,convenient,nonprob,priority,0
5992,pretentious,less_proper,complete,3,less_conv,inconv,nonprob,recommended,1
5993,great_pret,improper,completed,2,convenient,inconv,slightly_prob,not_recom,0
5994,usual,less_proper,complete,1,convenient,convenient,slightly_prob,priority,1
5995,usual,critical,completed,more,less_conv,inconv,nonprob,not_recom,0
5996,usual,critical,completed,1,critical,inconv,problematic,not_recom,0
5997,pretentious,critical,completed,2,convenient,convenient,slightly_prob,recommended,1
5998,usual,critical,foster,2,convenient,inconv,problematic,recommended,0
5999,great_pret,improper,incomplete,3,less_conv,convenient,problematic,recommended,0
6000,great_pret,very_crit,foster,more,convenient,inconv,nonprob,priority,0
6001,great_pret,less_proper,completed,more,critical,convenient,problematic,not_recom,0
6002,great_pret,very_crit,complete,2,less_conv,inconv,problematic,not_recom,0
6003,usual,improper,incomplete,more,critical,inconv,slightly_prob,recommended,1
6004,usual,critical,completed,3,convenient,inconv,nonprob,recommended,1
6005,usual,very_crit,completed,1,critical,inconv,nonprob,recommended,0
6006,great_pret,very_crit,incomplete,3,less_conv,convenient,nonprob,not_recom,0
6007,usual,improper,incomplete,more,less_conv,inconv,problematic,not_recom,0
6008,great_pret,critical,completed,2,less_conv,convenient,nonprob,not_recom,0
6009,pretentious,very_crit,incomplete,3,critical,convenient,slightly_prob,recommended,0
6010,pretentious,critical,incomplete,1,convenient,inconv,nonprob,not_recom,0
6011,pretentious,proper,foster,more,critical,inconv,nonprob,not_recom,0
6012,usual,less_proper,incomplete,3,convenient,inconv,nonprob,priority,1
6013,usual,critical,completed,1,less_conv,inconv,nonprob,not_recom,0
6014,usual,less_proper,incomplete,1,less_conv,convenient,problematic,recommended,1
6015,usual,improper,incomplete,1,convenient,convenient,problematic,priority,1
6016,great_pret,proper,foster,more,convenient,inconv,problematic,recommended,0
6017,pretentious,proper,incomplete,more,critical,convenient,nonprob,recommended,1
6018,usual,less_proper,completed,1,less_conv,inconv,nonprob,recommended,1
6019,usual,critical,incomplete,2,less_conv,convenient,nonprob,recommended,1
6020,pretentious,critical,foster,more,critical,inconv,nonprob,recommended,0
6021,pretentious,critical,incomplete,1,less_conv,convenient,slightly_prob,priority,0
6022,great_pret,less_proper,complete,1,convenient,convenient,nonprob,priority,1
6023,great_pret,improper,complete,more,critical,convenient,nonprob,recommended,0
6024,usual,improper,complete,more,convenient,convenient,nonprob,priority,1
6025,usual,very_crit,foster,2,critical,convenient,slightly_prob,recommended,0
6026,usual,critical,foster,more,convenient,convenient,problematic,priority,1
6027,usual,improper,completed,2,less_conv,inconv,slightly_prob,priority,1
6028,usual,very_crit,complete,2,critical,convenient,problematic,priority,0
6029,great_pret,less_proper,completed,2,convenient,inconv,problematic,priority,1
6030,usual,less_proper,completed,1,less_conv,convenient,nonprob,recommended,1
6031,usual,critical,completed,3,less_conv,inconv,problematic,priority,0
6032,pretentious,proper,incomplete,3,convenient,convenient,problematic,recommended,1
6033,pretentious,proper,complete,3,critical,convenient,slightly_prob,not_recom,0
6034,pretentious,proper,foster,3,convenient,convenient,slightly_prob,priority,1
6035,usual,improper,complete,2,convenient,inconv,problematic,recommended,1
6036,pretentious,very_crit,complete,more,convenient,inconv,slightly_prob,recommended,0
6037,pretentious,critical,foster,2,critical,inconv,slightly_prob,priority,0
6038,usual,proper,completed,2,critical,convenient,problematic,not_recom,0
6039,pretentious,less_proper,foster,more,critical,convenient,slightly_prob,not_recom,0
6040,great_pret,less_proper,foster,more,critical,convenient,slightly_prob,recommended,1
6041,great_pret,very_crit,foster,2,less_conv,convenient,slightly_prob,recommended,0
6042,great_pret,improper,incomplete,more,convenient,convenient,problematic,priority,0
6043,great_pret,improper,foster,3,convenient,inconv,nonprob,not_recom,0
6044,pretentious,critical,foster,1,less_conv,convenient,nonprob,priority,0
6045,great_pret,less_proper,completed,2,less_conv,inconv,slightly_prob,priority,1
6046,pretentious,improper,incomplete,3,convenient,inconv,nonprob,recommended,1
6047,pretentious,less_proper,foster,2,convenient,inconv,slightly_prob,priority,1
6048,pretentious,less_proper,complete,1,less_conv,inconv,problematic,not_recom,0
6049,usual,critical,complete,2,less_conv,inconv,problematic,priority,1
6050,pretentious,very_crit,completed,3,convenient,inconv,problematic,not_recom,0
6051,pretentious,critical,complete,2,critical,inconv,nonprob,not_recom,0
6052,pretentious,very_crit,complete,3,critical,inconv,problematic,not_recom,0
6053,pretentious,less_proper,completed,1,critical,convenient,problematic,priority,1
6054,great_pret,critical,incomplete,more,convenient,inconv,problematic,not_recom,0
6055,usual,less_proper,foster,3,convenient,convenient,problematic,recommended,1
6056,usual,critical,complete,1,convenient,convenient,problematic,not_recom,0
6057,pretentious,less_proper,incomplete,more,critical,inconv,slightly_prob,not_recom,0
6058,great_pret,proper,foster,3,critical,inconv,problematic,not_recom,0
6059,pretentious,critical,foster,3,less_conv,convenient,slightly_prob,recommended,0
6060,great_pret,critical,complete,1,critical,inconv,problematic,recommended,0
6061,pretentious,less_proper,foster,3,less_conv,inconv,nonprob,priority,1
6062,pretentious,very_crit,foster,3,critical,inconv,nonprob,not_recom,0
6063,pretentious,proper,incomplete,1,critical,inconv,nonprob,priority,1
6064,pretentious,improper,incomplete,3,less_conv,convenient,nonprob,recommended,1
6065,great_pret,less_proper,complete,3,convenient,inconv,slightly_prob,not_recom,0
6066,great_pret,proper,complete,2,less_conv,convenient,problematic,not_recom,0
6067,great_pret,improper,complete,3,less_conv,inconv,nonprob,not_recom,0
6068,great_pret,very_crit,incomplete,2,convenient,convenient,problematic,not_recom,0
